sep=|
DIPUTACIONES LOCALES
2019/06/03 05:47 (UTC-5)
ACTAS_ESPERADAS|ACTAS_REGISTRADAS|ACTAS_FUERA_CATALOGO|ACTAS_CAPTURADAS|PORCENTAJE_ACTAS_CAPTURADAS|ACTAS_CONTABILIZADAS|PORCENTAJE_ACTAS_CONTABILIZADAS|PORCENTAJE_ACTAS_INCONSISTENCIAS|ACTAS_NO_CONTABILIZADAS|LISTA_NOMINAL_ACTAS_CONTABILIZADAS|TOTAL_VOTOS_C_CS|TOTAL_VOTOS_S_CS|PORCENTAJE_PARTICIPACION_CIUDADANA
2136|2136|0|2136|100.0000|2031|95.0842|23.0337|105|1187254|263005|262598|22.1523

CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|ESTADO|ID_DISTRITO|DISTRITO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|TOTAL_BOLETAS_SOBRANTES|TOTAL_PERSONAS_VOTARON|TOTAL_REP_PARTIDO_CI_VOTARON|TOTAL_VOTOS_SACADOS|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CQROO|PESQROO|C_PAN_PRD_PESQROO|C_PAN_PRD|C_PAN_PESQROO|C_PRD_PESQROO|C_PVEM_PT_MORENA|C_PVEM_PT|C_PVEM_MORENA|C_PT_MORENA|CAND_IND_1|CAND_IND_2|CAND_IND_3|NO_REGISTRADOS|NULOS|TOTAL_VOTOS_ASENTADO|TOTAL_VOTOS_CALCULADO|LISTA_NOMINAL|REPRESENTANTES_PP_CI|OBSERVACIONES|CONTABILIZADA|MECANISMOS_TRASLADO|SHA|FECHA_HORA_ACOPIO|FECHA_HORA_CAPTURA|FECHA_HORA_VERIFICACION|ORIGEN|DIGITALIZACION|TIPO_DOCUMENTO
="230751B0100"|230751B010002|23|QUINTANA ROO|9|DISTRITO 9|751|1|B|0|1|2|380|59|4|63|15|1|2|2|1|16|12|4|1|3|0|0|1|0|0|0|0|0|-|-|-|0|5|63|63|423|4||1|F|01006d9f00ffbfec9be3a685a5e9b324e647a76319769475f0f26105f5d66895|2019-06-03 03:22:00|2019-06-03 03:28:07|2019-06-03 03:35:43|CATD|ESCANER|ACTA PREP
="230752B0100"|230752B010002|23|QUINTANA ROO|9|DISTRITO 9|752|1|B|0|1|2|572|100|2|102|12|5|2|2|1|19|35|12|6|4|1|0|1|0|0|0|0|0|-|-|-|0|2|SIN DATO|102|654|2||1|F|b9555448c33cd0e784fd6ff13335c4c3f62a5820d0fd5e6bc6483b7acfbe5e2a|2019-06-03 03:34:00|2019-06-03 03:42:00|2019-06-03 03:52:33|CATD|ESCANER|ACTA PREP
="230753B0100"|230753B010002|23|QUINTANA ROO|9|DISTRITO 9|753|1|B|0|1|2|351|61|6|67|16|5|SIN DATO|3|SIN DATO|7|16|8|1|2|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|9|67|67|398|6|ALGUN DATO ILEGIBLE O SIN DATO|1|F|193ce5ca68e66b6a53026f318718009d7bd4cb7aca82f604f0e39f75bbc38186|2019-06-03 03:32:00|2019-06-03 03:37:44|2019-06-03 03:58:55|CATD|ESCANER|ACTA PREP
="230753C0100"|230753C010002|23|QUINTANA ROO|9|DISTRITO 9|753|1|C|0|1|2|344|71|3|74|13|4|3|5|0|12|15|4|4|9|0|0|0|0|0|0|0|0|-|-|-|0|5|74|74|398|3||1|F|879062ac5238a7470cc65eddd2091173ba3f18096b3fe2d522aa932f458bbbf9|2019-06-03 03:19:00|2019-06-03 03:44:05|2019-06-03 03:52:03|CATD|ESCANER|ACTA PREP
="230754B0100"|230754B010002|23|QUINTANA ROO|9|DISTRITO 9|754|1|B|0|1|2|323|73|2|73|21|2|1|4|1|8|23|10|0|1|0|0|0|0|0|0|0|0|-|-|-|0|SIN DATO|SIN DATO|71|376|2|ALGUN DATO ILEGIBLE O SIN DATO|1|F|e46d2780907f278e1694d9a4fd8f4de9a14ce7f8b0b075fe2fbb6f4cdbaa9ca4|2019-06-03 03:14:00|2019-06-03 03:23:26|2019-06-03 03:29:42|CATD|ESCANER|ACTA PREP
="230755B0100"|230755B010002|23|QUINTANA ROO|9|DISTRITO 9|755|1|B|0|1|2|306|79|4|83|12|9|2|3|3|18|18|8|0|1|0|1|0|0|0|0|0|2|-|-|-|6|6|SIN DATO|89|368|4||1|F|aed37cbb4c0039d849e4b68692f64fd07c302d3d2b1d6b20a49ccdc704ac6d92|2019-06-02 19:20:15|2019-06-02 20:03:44|2019-06-02 20:08:49|CASILLA|MOVIL|ACTA PREP
="230756B0100"|230756B010002|23|QUINTANA ROO|9|DISTRITO 9|756|1|B|0|1|2|571|58|6|64|14|3|3|4|2|3|10|14|3|0|0|1|1|0|0|0|0|0|-|-|-|0|6|64|64|615|6||1|F|8f08bfd3590235362a0d05ee795f268b7721f1a89758b207af49f567ffc6bfee|2019-06-02 19:27:56|2019-06-02 19:57:47|2019-06-02 20:01:25|CASILLA|MOVIL|ACTA PREP
="230757B0100"|230757B010002|23|QUINTANA ROO|9|DISTRITO 9|757|1|B|0|1|2|351|43|4|47|9|2|SIN DATO|3|2|6|10|6|3|3|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|2|47|47|378|4|ALGUN DATO ILEGIBLE O SIN DATO|1|F|2b30aa29220e8ac8409891c739482fefe74c500a0beb4de7ab4b2108b2d26c73|2019-06-02 19:01:06|2019-06-02 19:08:58|2019-06-02 19:22:52|CASILLA|MOVIL|ACTA PREP
="230757C0100"|230757C010002|23|QUINTANA ROO|9|DISTRITO 9|757|1|C|0|1|2|351|45|4|45|12|5|2|2|SIN DATO|8|9|2|SIN DATO|2|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|2|45|45|377|4|ALGUN DATO ILEGIBLE O SIN DATO|1|F|c16a40d0650f8077fecd59f857e94f4a007d75a4ab9a8ce2b426561a53526c62|2019-06-02 19:03:18|2019-06-02 19:19:44|2019-06-02 19:23:34|CASILLA|MOVIL|ACTA PREP
="230758B0100"|230758B010002|23|QUINTANA ROO|9|DISTRITO 9|758|1|B|0|1|2|492|37|4|41|3|2|0|0|0|6|12|9|3|5|0|0|0|0|0|0|0|0|-|-|-|0|1|41|41|513|4||1|F|3ab891c915bed1a52890cc989d1babe995745e78fc2f5c532cf32208dde8d148|2019-06-02 19:11:11|2019-06-02 20:01:44|2019-06-02 20:05:34|CASILLA|MOVIL|ACTA PREP
="230759B0100"|230759B010002|23|QUINTANA ROO|9|DISTRITO 9|759|1|B|0|1|2|355|67|5|72|36|6|0|0|1|7|11|2|5|2|0|0|0|0|1|0|0|0|-|-|-|0|1|72|72|407|5||1|F|5ad26700a288054eccdb7590091ce31af8e08c641ff65eb63839df2b8894ef0c|2019-06-03 03:31:00|2019-06-03 03:38:54|2019-06-03 03:58:17|CATD|ESCANER|ACTA PREP
="230759C0100"|230759C010002|23|QUINTANA ROO|9|DISTRITO 9|759|1|C|0|1|2|356|68|3|71|26|14|1|0|1|10|8|6|2|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|2|71|71|407|3|ALGUN DATO ILEGIBLE O SIN DATO|1|F|153bb17fb62a195c207ae9fd90fb449e0a0c475cdbe2a6913bea7a35ed2aa0a0|2019-06-03 03:18:00|2019-06-03 03:26:04|2019-06-03 03:34:07|CATD|ESCANER|ACTA PREP
="230760B0100"|230760B010002|23|QUINTANA ROO|9|DISTRITO 9|760|1|B|0|1|2|540|66|5|0|19|9|3|3|0|11|16|3|1|4|1|0|0|0|0|0|1|0|-|-|-|0|0|71|71|591|5||1|F|66a15c6dee8eeec98a02a71e90c344646f6c2f68bd5fd26a642f15e6c07761d1|2019-06-03 03:27:00|2019-06-03 03:36:46|2019-06-03 03:56:12|CATD|ESCANER|ACTA PREP
="230761B0100"|230761B010002|23|QUINTANA ROO|9|DISTRITO 9|761|1|B|0|1|2|562|48|3|51|12|2|0|0|0|7|18|6|3|2|0|0|0|0|0|0|0|0|-|-|-|0|1|51|51|593|3||1|F|71704386cf67d8a642cfc07e7137941760a915554a6f3ce7982c62cccb22fa81|2019-06-03 03:18:00|2019-06-03 03:20:32|2019-06-03 03:27:28|CATD|ESCANER|ACTA PREP
="230762B0100"|230762B010002|23|QUINTANA ROO|9|DISTRITO 9|762|1|B|0|1|2|456|41|5|46|7|9|2|1|0|3|15|4|0|3|0|0|0|0|0|0|0|1|-|-|-|0|1|46|46|482|5||1|F|27270eca65c1982f109a1f63e819e6670342419c2e300ada6f21c29375cd2afd|2019-06-03 03:16:00|2019-06-03 03:21:44|2019-06-03 03:31:10|CATD|ESCANER|ACTA PREP
="230762C0100"|230762C010002|23|QUINTANA ROO|9|DISTRITO 9|762|1|C|0|1|2|456|42|4|46|13|2|2|0|1|9|7|2|3|2|0|0|0|0|0|0|0|0|-|-|-|0|5|46|46|482|4||1|F|71acb96a88e479e06c5d21a8ae06b8cd77df00d677f2dc9889e0a6e0bc1cfad7|2019-06-03 03:15:00|2019-06-03 03:22:56|2019-06-03 03:30:22|CATD|ESCANER|ACTA PREP
="230763B0100"|230763B010002|23|QUINTANA ROO|9|DISTRITO 9|763|1|B|0|1|2|491|55|4|59|19|5|0|0|1|8|12|10|0|1|0|0|0|0|0|0|0|0|-|-|-|2|1|59|59|530|4||1|F|75d9bcfa0fde7f95440e66caf428ba990f8c0321bd9dea69392cb104b0678652|2019-06-03 03:25:00|2019-06-03 03:30:35|2019-06-03 03:46:58|CATD|ESCANER|ACTA PREP
="230763S0100"|230763S010003|23|QUINTANA ROO|9|DISTRITO 9|763|1|S|0|1|3|682|0|0|27|5|2|0|0|0|6|4|5|0|2|0|0|0|0|0|0|0|0|-|-|-|0|3|27|27|0|0||1|F|be25f30394e3b2f6c0cb7f5e4426cfb332cae5ae1612a1f5050c7c5b4dac0c28|2019-06-03 04:57:00|2019-06-03 05:19:12|2019-06-03 05:20:32|CATD|ESCANER|ACTA PREP
="230764B0100"|230764B010002|23|QUINTANA ROO|9|DISTRITO 9|764|1|B|0|1|2|389|65|7|72|45|1|2|0|0|3|4|6|5|2|0|1|0|0|0|0|0|0|-|-|-|0|3|72|72|441|7||1|F|a317cfa334903bcb45be381c181fee5b298deaaeb95e361c5d398d5c52aea509|2019-06-03 03:29:00|2019-06-03 03:36:05|2019-06-03 03:56:44|CATD|ESCANER|ACTA PREP
="230764C0100"|230764C010002|23|QUINTANA ROO|9|DISTRITO 9|764|1|C|0|1|2|368|87|6|93|59|5|0|1|0|7|12|2|4|1|0|0|0|0|0|0|0|0|-|-|-|0|2|93|93|441|6||1|F|4403c6115465fef7506b14df1ca3ef42325f621e52497471ebb09e5b625b8053|2019-06-03 03:18:00|2019-06-03 03:25:24|2019-06-03 03:33:45|CATD|ESCANER|ACTA PREP
="230765B0100"|230765B010002|23|QUINTANA ROO|9|DISTRITO 9|765|1|B|0|1|2|584|65|4|69|30|2|0|2|0|9|11|6|5|3|0|0|0|0|0|0|0|1|-|-|-|0|0|69|69|633|4||1|F|ec7c075f5de86480dc7019e82c1663b34b4e59bb0df77f9f60a7a209d276db76|2019-06-03 03:37:00|2019-06-03 03:47:07|2019-06-03 04:04:48|CATD|ESCANER|ACTA PREP
="230765C0100"|230765C010002|23|QUINTANA ROO|9|DISTRITO 9|765|1|C|0|1|2|567|81|4|85|41|4|0|2|1|3|20|8|4|1|0|0|0|0|0|0|0|0|-|-|-|0|1|85|85|632|4||1|F|3128d258487e0964650fe803ed153c93d38d6e96b4e7d523eefef1c683851b48|2019-06-03 02:29:00|2019-06-03 02:31:39|2019-06-03 02:33:31|CATD|ESCANER|ACTA PREP
="230766B0100"|230766B010002|23|QUINTANA ROO|9|DISTRITO 9|766|1|B|0|2|2|540|113|5|113|43|6|1|2|2|11|20|9|7|3|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|7|113|111|683|5|ALGUN DATO ILEGIBLE O SIN DATO|1|F|267e7e1ea9cf140528dfec954626d4351e821956a7d83ed5aeab02e9b3a1951e|2019-06-03 15:30:00|2019-06-03 03:59:16|2019-06-03 04:56:07|CATD|ESCANER|ACTA PREP
="230766C0100"|230766C010002|23|QUINTANA ROO|9|DISTRITO 9|766|1|C|0|2|2|SIN DATO|SIN DATO|SIN DATO|SIN DATO|51|2|3|4|2|10|14|12|6|0|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|5|SIN DATO|109|682|0|ALGUN DATO ILEGIBLE O SIN DATO|1|F|c776482f4d3c70147e290874afab52c35ef6c372221abb013479f7d1a7baf37b|2019-06-03 03:30:00|2019-06-03 03:33:45|2019-06-03 03:57:11|CATD|ESCANER|ACTA PREP
="230767B0100"|230767B010002|23|QUINTANA ROO|9|DISTRITO 9|767|1|B|0|1|2|474|55|5|60|6|6|1|1|2|3|22|6|3|2|0|0|0|0|0|0|0|0|-|-|-|0|8|60|60|514|5||1|F|b617c2365868007f78fef35a87cb7328bc866407ae962c11299e0551ca5e7579|2019-06-02 19:54:40|2019-06-02 22:16:44|2019-06-02 22:22:57|CASILLA|MOVIL|ACTA PREP
="230767C0100"|230767C010002|23|QUINTANA ROO|9|DISTRITO 9|767|1|C|0|1|2|472|58|3|61|12|10|1|1|0|3|22|8|0|2|1|0|0|0|0|0|0|0|-|-|-|0|2|62|62|514|3||1|F|59768ca26c163b69e840c32ee09206b1704ec939c75dffd72927421697327c28|2019-06-02 20:05:04|2019-06-02 22:25:21|2019-06-02 22:27:20|CASILLA|MOVIL|ACTA PREP
="230767C0200"|230767C020002|23|QUINTANA ROO|9|DISTRITO 9|767|2|C|0|1|2|475|56|3|59|14|4|0|0|1|4|20|8|1|0|3|0|1|0|0|0|0|1|-|-|-|SIN DATO|2|59|59|514|3|ALGUN DATO ILEGIBLE O SIN DATO|1|F|9b597049e510154d88b1df900d2577e3f2c0d83aade7543c93f643c5ba0b0b3e|2019-06-02 19:21:28|2019-06-02 20:02:24|2019-06-02 20:05:01|CASILLA|MOVIL|ACTA PREP
="230768B0100"|230768B010002|23|QUINTANA ROO|9|DISTRITO 9|768|1|B|0|2|2|644|71|2|73|11|7|SIN DATO|2|SIN DATO|6|28|12|1|1|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|-|-|-|SIN DATO|3|73|73|697|2|ALGUN DATO ILEGIBLE O SIN DATO|1|F|284e6048041b238a81093d98ddf3bd4c909a80fae3b223c18b8f93116d61b760|2019-06-02 23:56:00|2019-06-03 00:10:04|2019-06-03 00:19:18|CATD|ESCANER|ACTA PREP
="230768C0100"|230768C010002|23|QUINTANA ROO|9|DISTRITO 9|768|1|C|0|2|2|633|82|2|84|8|9|2|1|3|4|39|8|1|6|0|0|0|0|0|0|0|0|-|-|-|0|3|84|84|697|2||1|F|b88265c78a655ed8709d197c5846f734e860c8802626d7f7d051ec1a24342313|2019-06-03 00:01:00|2019-06-03 00:02:46|2019-06-03 00:06:30|CATD|ESCANER|ACTA PREP
="230768C0200"|230768C020002|23|QUINTANA ROO|9|DISTRITO 9|768|2|C|0|2|2|658|55|4|59|9|5|0|1|3|5|27|7|1|0|0|0|0|0|0|0|0|0|-|-|-|0|1|59|59|697|4||1|F|1c53cd968839703a33e375502f6db8b8ac9223ac2a9588ca53ca77aa7c172d5f|2019-06-03 00:03:00|2019-06-03 00:05:59|2019-06-03 00:08:10|CATD|ESCANER|ACTA PREP
="230768C0300"|230768C030002|23|QUINTANA ROO|9|DISTRITO 9|768|3|C|0|2|2|656|57|3|60|9|6|0|1|0|5|29|6|0|2|0|0|0|0|0|0|0|0|-|-|-|0|2|60|60|696|3||1|F|3922da9bb900e5156ec4c1efd2db15f32dc6e520e9ed0255c0ff0470061b7819|2019-06-02 23:55:00|2019-06-02 23:57:26|2019-06-02 23:59:06|CATD|ESCANER|ACTA PREP
="230768C0400"|230768C040002|23|QUINTANA ROO|9|DISTRITO 9|768|4|C|0|2|2|643|73|3|73|9|5|0|0|0|4|35|10|1|2|0|0|0|0|0|0|0|1|-|-|-|0|6|73|73|696|3||1|F|eb8265301abfd1fb1990f45bbb1c152d1797fec172b43c78b11b62be04e0a3cf|2019-06-02 23:58:00|2019-06-03 00:00:31|2019-06-03 00:04:11|CATD|ESCANER|ACTA PREP
="230768C0500"|230768C050002|23|QUINTANA ROO|9|DISTRITO 9|768|5|C|0|2|2|660|55|1|56|6|5|1|2|3|4|22|11|0|2|0|0|0|0|0|0|0|0|-|-|-|0|0|56|56|696|1||1|F|b63c816488345b08faa0042192a6fce9081c6bbda0ef14728ef7a6a6cb290376|2019-06-02 23:53:00|2019-06-02 23:55:39|2019-06-02 23:57:54|CATD|ESCANER|ACTA PREP
="230768C0600"|230768C060002|23|QUINTANA ROO|9|DISTRITO 9|768|6|C|0|2|2|141|71|4|75|8|8|1|SIN DATO|SIN DATO|5|31|17|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|3|75|75|696|4|ALGUN DATO ILEGIBLE O SIN DATO|1|F|4172e7feaabd801cbae6acf4de2ae2ea4786363f27d468d41c54e9419b05e4e2|2019-06-03 00:00:00|2019-06-03 00:02:56|2019-06-03 00:06:00|CATD|ESCANER|ACTA PREP
="230769B0100"|230769B010002|23|QUINTANA ROO|9|DISTRITO 9|769|1|B|0|1|2|480|40|3|43|9|3|0|0|0|3|18|7|0|1|0|0|0|0|0|0|0|0|-|-|-|0|2|43|43|503|3||1|F|37060cf520cbddf85f1b8c6676da0d77b80b40cf7fe894924966e17095675d52|2019-06-02 23:46:00|2019-06-02 23:51:02|2019-06-02 23:57:21|CATD|ESCANER|ACTA PREP
="230769C0100"|230769C010002|23|QUINTANA ROO|9|DISTRITO 9|769|1|C|0|1|2|480|43|5|43|2|3|1|0|0|4|22|7|1|0|0|0|0|0|0|0|0|0|-|-|-|1|2|43|43|503|5||1|F|3112b163fc2a8e654a85f7af42c5477a142130714d8be0314baa93209312f691|2019-06-03 00:03:00|2019-06-03 00:12:30|2019-06-03 00:17:51|CATD|ESCANER|ACTA PREP
="230769C0200"|230769C020002|23|QUINTANA ROO|9|DISTRITO 9|769|2|C|0|1|2|423|46|4|50|14|5|1|0|1|1|19|5|0|0|0|1|0|0|0|0|0|0|-|-|-|0|3|50|50|503|4||1|F|6b4d4cd18c0b397271a9c4b12dc05f55682d80506fff5dc1f3a4c07ade37fbbf|2019-06-02 23:59:00|2019-06-03 00:01:38|2019-06-03 00:05:19|CATD|ESCANER|ACTA PREP
="230770B0100"|230770B010002|23|QUINTANA ROO|9|DISTRITO 9|770|1|B|0|1|2|454|84|2|86|21|7|2|0|1|3|23|17|2|3|0|0|0|0|0|0|0|1|-|-|-|0|6|86|86|520|2||1|F|69f027c395afca9ed5be02c724f99f008a657445b690f694c086eb476261d643|2019-06-02 23:53:00|2019-06-03 00:05:49|2019-06-03 00:21:40|CATD|ESCANER|ACTA PREP
="230770C0100"|230770C010002|23|QUINTANA ROO|9|DISTRITO 9|770|1|C|0|1|2|444|92|3|95|18|2|1|2|1|5|28|27|1|1|0|0|0|0|0|0|1|0|-|-|-|1|7|95|95|519|3||1|F|6591e77994eb0f532cfa9ee6c9d97ee21546c899bb62d11fc15c5bf918c37b84|2019-06-02 23:48:00|2019-06-02 23:52:05|2019-06-02 23:58:26|CATD|ESCANER|ACTA PREP
="230771B0100"|230771B010002|23|QUINTANA ROO|9|DISTRITO 9|771|1|B|0|1|2|569|68|4|72|10|2|0|0|0|8|24|23|1|0|0|0|0|0|0|0|0|0|-|-|-|0|4|0|72|621|4||1|F|984962c8e838223b7da5d5e8ea27b967507825301c067207e4a2a36c4ab88197|2019-06-02 20:31:42|2019-06-02 20:49:59|2019-06-02 20:59:06|CASILLA|MOVIL|ACTA PREP
="230771C0100"|230771C010002|23|QUINTANA ROO|9|DISTRITO 9|771|1|C|0|1|2|561|77|3|80|4|4|2|1|2|18|21|21|0|2|0|0|0|0|0|0|0|0|-|-|-|1|4|80|80|621|3||1|F|34a7b4c8776ea105d977f9c98513ef55ee7e58277da4fd0dee265d6a0f712b4c|2019-06-02 20:44:12|2019-06-02 21:06:00|2019-06-02 21:10:37|CASILLA|MOVIL|ACTA PREP
="230772B0100"|230772B010002|23|QUINTANA ROO|9|DISTRITO 9|772|1|B|0|2|2|383|71|3|74|36|3|0|3|0|4|15|4|4|2|0|1|0|0|0|0|0|0|-|-|-|0|2|74|74|476|3||1|F|3bb56d847c3f365467970700e45ad9ddaf4eb0683c485ddc31b7847c25fd83f5|2019-06-03 04:18:00|2019-06-03 04:20:23|2019-06-03 04:57:14|CATD|ESCANER|ACTA PREP
="230773B0100"|230773B010002|23|QUINTANA ROO|9|DISTRITO 9|773|1|B|0|2|2|373|78|6|84|47|6|0|2|2|3|13|4|3|1|0|0|0|0|0|0|0|0|-|-|-|1|2|84|84|437|6||1|F|16cb54edd1dbfa55a452faa06974b066836f9d37eee695cbcbdd79a617df2e91|2019-06-03 04:10:00|2019-06-03 04:19:47|2019-06-03 04:26:36|CATD|ESCANER|ACTA PREP
="230773C0100"|230773C010002|23|QUINTANA ROO|9|DISTRITO 9|773|1|C|0|2|2|429|35|5|40|9|1|0|0|0|4|10|8|1|0|1|0|0|0|1|0|0|0|-|-|-|0|5|40|40|437|5||1|F|c7334366a2f055389fc0c073420e0fb6680697b17a1bc51c3a188dafdbbb3785|2019-06-03 05:08:00|2019-06-03 05:11:11|2019-06-03 05:13:15|CATD|ESCANER|ACTA PREP
="230774B0100"|230774B010002|23|QUINTANA ROO|9|DISTRITO 9|774|1|B|0|2|2|432|59|5|64|7|2|0|0|1|6|23|15|2|1|0|2|0|0|0|0|0|0|-|-|-|0|5|64|64|449|5||1|F|9c4f5675b1f311742c3d4bd894683403bd5a225c1733117e48b416e2bd989f63|2019-06-03 05:09:00|2019-06-03 05:12:34|2019-06-03 05:16:24|CATD|ESCANER|ACTA PREP
="230874B0100"|230874B010002|23|QUINTANA ROO|9|DISTRITO 9|874|1|B|0|2|2|673|62|7|69|19|4|3|1|1|3|18|9|5|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|5|69|69|722|7|ALGUN DATO ILEGIBLE O SIN DATO|1|F|64fdad188274063417204af65fe99c48ce1b2ae17b5e8a9b58e9bf21ed7ad1a0|2019-06-03 02:34:00|2019-06-03 02:39:08|2019-06-03 02:42:55|CATD|ESCANER|ACTA PREP
="230874C0100"|230874C010002|23|QUINTANA ROO|9|DISTRITO 9|874|1|C|0|2|2|668|68|6|74|21|4|2|0|0|15|15|6|3|3|0|0|0|0|0|0|0|0|-|-|-|0|5|74|74|722|6||1|F|f926a8b87c6e23353d4994b032df59cff3ea7748e54dab3614a98d50868542d4|2019-06-03 03:43:00|2019-06-03 03:51:56|2019-06-03 04:05:23|CATD|ESCANER|ACTA PREP
="230874C0200"|230874C020002|23|QUINTANA ROO|9|DISTRITO 9|874|2|C|0|2|2|669|66|7|73|21|5|3|2|SIN DATO|6|15|10|2|3|2|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|4|73|73|722|7|ALGUN DATO ILEGIBLE O SIN DATO|1|F|f17938e4401c1b5c1f54e09257effd3f21fd7dd8337411ffd41f20ec634ab998|2019-06-03 02:38:00|2019-06-03 02:40:18|2019-06-03 02:44:11|CATD|ESCANER|ACTA PREP
="230874C0300"|230874C030002|23|QUINTANA ROO|9|DISTRITO 9|874|3|C|0|2|2|660|79|5|79|22|7|1|2|2|10|21|9|1|4|0|0|0|0|0|0|0|0|-|-|-|1|2|84|82|722|5||1|F|8106c3116cc8a6cb544fd35c63c2cbacb0a8c8f987f782e29ab823bdd8b037b9|2019-06-03 04:10:00|2019-06-03 04:15:57|2019-06-03 04:24:57|CATD|ESCANER|ACTA PREP
="230874C0400"|230874C040002|23|QUINTANA ROO|9|DISTRITO 9|874|4|C|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|-|-|0|0|0|0|722|0|SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE|0|F|||2019-06-03 05:27:43|2019-06-03 05:30:28|CATD|ESCANER|
="230874C0500"|230874C050002|23|QUINTANA ROO|9|DISTRITO 9|874|5|C|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|-|-|0|0|0|0|722|0|SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE|0|F|||2019-06-03 05:40:49|2019-06-03 05:43:49|CATD|ESCANER|
="230874C0600"|230874C060002|23|QUINTANA ROO|9|DISTRITO 9|874|6|C|0|2|2|673|69|0|69|16|1|4|1|0|7|26|9|2|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|SIN DATO|SIN DATO|67|722|0|ALGUN DATO ILEGIBLE O SIN DATO|1|F|f27ee88b739d6577286c72a09b4b3d3c071cdf2a2519251ed8e05190df71ca8f|2019-06-03 03:05:00|2019-06-03 03:08:24|2019-06-03 03:15:29|CATD|ESCANER|ACTA PREP
="230874C0700"|230874C070002|23|QUINTANA ROO|9|DISTRITO 9|874|7|C|0|2|2|SIN DATO|SIN DATO|SIN DATO|SIN DATO|13|3|SIN DATO|1|2|8|9|5|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|3|45|45|722|0|ALGUN DATO ILEGIBLE O SIN DATO|1|F|19774e99021857edc4116752ac010b4efb3808c22023256d24f73e041fc36a90|2019-06-03 02:39:00|2019-06-03 02:44:19|2019-06-03 02:47:44|CATD|ESCANER|ACTA PREP
="230874C0800"|230874C080002|23|QUINTANA ROO|9|DISTRITO 9|874|8|C|0|2|2|674|63|5|68|14|3|1|0|1|7|26|3|3|2|1|0|0|0|1|0|0|0|-|-|-|0|6|68|68|722|5||1|F|b8dc06e03b0fa74695934c94e8d21c772144ac61f906d0536f17f4e6641823f3|2019-06-03 04:00:00|2019-06-03 04:06:29|2019-06-03 04:29:14|CATD|ESCANER|ACTA PREP
="230874C0900"|230874C090002|23|QUINTANA ROO|9|DISTRITO 9|874|9|C|0|2|2|658|58|6|64|18|3|0|0|1|6|20|6|3|3|0|0|0|0|0|0|0|0|-|-|-|0|4|64|64|722|6||1|F|5ffb1c916754f197c394286cbc8da51feed758c3d0fdbb183648a80c34e4130e|2019-06-03 02:39:00|2019-06-03 02:41:54|2019-06-03 02:44:56|CATD|ESCANER|ACTA PREP
="230874C1000"|230874C100002|23|QUINTANA ROO|9|DISTRITO 9|874|10|C|0|2|2|663|71|8|79|21|6|0|1|0|6|13|13|6|6|0|0|0|0|0|0|0|0|-|-|-|1|6|79|79|722|8||1|F|28470919d3c693debf47f63ad40317547dab3e673365e302ac6fb5613c54ff12|2019-06-03 03:44:00|2019-06-03 03:56:01|2019-06-03 04:19:36|CATD|ESCANER|ACTA PREP
