sep=|
DIPUTACIONES LOCALES
2019/06/03 05:47 (UTC-5)
ACTAS_ESPERADAS|ACTAS_REGISTRADAS|ACTAS_FUERA_CATALOGO|ACTAS_CAPTURADAS|PORCENTAJE_ACTAS_CAPTURADAS|ACTAS_CONTABILIZADAS|PORCENTAJE_ACTAS_CONTABILIZADAS|PORCENTAJE_ACTAS_INCONSISTENCIAS|ACTAS_NO_CONTABILIZADAS|LISTA_NOMINAL_ACTAS_CONTABILIZADAS|TOTAL_VOTOS_C_CS|TOTAL_VOTOS_S_CS|PORCENTAJE_PARTICIPACION_CIUDADANA
2136|2136|0|2136|100.0000|2031|95.0842|23.0337|105|1187254|263005|262598|22.1523

CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|ESTADO|ID_DISTRITO|DISTRITO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|TOTAL_BOLETAS_SOBRANTES|TOTAL_PERSONAS_VOTARON|TOTAL_REP_PARTIDO_CI_VOTARON|TOTAL_VOTOS_SACADOS|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CQROO|PESQROO|C_PAN_PRD_PESQROO|C_PAN_PRD|C_PAN_PESQROO|C_PRD_PESQROO|C_PVEM_PT_MORENA|C_PVEM_PT|C_PVEM_MORENA|C_PT_MORENA|CAND_IND_1|CAND_IND_2|CAND_IND_3|NO_REGISTRADOS|NULOS|TOTAL_VOTOS_ASENTADO|TOTAL_VOTOS_CALCULADO|LISTA_NOMINAL|REPRESENTANTES_PP_CI|OBSERVACIONES|CONTABILIZADA|MECANISMOS_TRASLADO|SHA|FECHA_HORA_ACOPIO|FECHA_HORA_CAPTURA|FECHA_HORA_VERIFICACION|ORIGEN|DIGITALIZACION|TIPO_DOCUMENTO
="230121B0100"|230121B010002|23|QUINTANA ROO|5|DISTRITO 5|121|1|B|0|1|2|579|113|3|116|20|26|1|12|3|6|16|15|1|4|0|0|0|0|0|0|1|0|-|-|-|0|11|116|116|675|3||1|D|42473a3533532111287f267b7b2da61b51ec4ab82263934d81d7abb3c3f16111|2019-06-02 22:14:00|2019-06-02 22:15:47|2019-06-02 22:17:05|CATD|ESCANER|ACTA PREP
="230122B0100"|230122B010002|23|QUINTANA ROO|5|DISTRITO 5|122|1|B|0|1|2|572|169|7|169|34|17|2|22|2|5|45|14|11|5|0|0|0|0|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|8|169|165|741|7|ALGUN DATO ILEGIBLE O SIN DATO|1|D|7339cc0efe4b8089d73e3ab7a057dd5844bfe18d8de6cc88cfaf0aff2630b1e0|2019-06-03 00:29:00|2019-06-03 00:30:21|2019-06-03 00:31:53|CATD|ESCANER|ACTA PREP
="230123B0100"|230123B010002|23|QUINTANA ROO|5|DISTRITO 5|123|1|B|0|1|2|311|88|8|96|29|8|0|2|0|7|24|14|6|1|0|0|0|0|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|5|96|96|387|8|ALGUN DATO ILEGIBLE O SIN DATO|1|D|6e93ce9e64c823ea7b3e3ef96eaab79cb7f4911c8dac580a48c3f33fbfc2df9a|2019-06-02 22:14:00|2019-06-02 22:17:17|2019-06-02 22:18:42|CATD|ESCANER|ACTA PREP
="230123C0100"|230123C010002|23|QUINTANA ROO|5|DISTRITO 5|123|1|C|0|1|2|331|70|5|75|23|6|1|2|0|5|22|7|3|4|0|0|0|0|0|0|0|0|-|-|-|0|2|75|75|386|5||1|D|192ea35761de5920389ef0614d66bbe11cdabacef3ba41a0e18555b0909e1dbc|2019-06-02 20:20:00|2019-06-02 20:50:37|2019-06-02 20:59:04|CATD|ESCANER|ACTA PREP
="230124B0100"|230124B010002|23|QUINTANA ROO|5|DISTRITO 5|124|1|B|0|1|2|371|101|6|107|30|11|0|7|0|5|30|12|1|3|0|0|0|0|0|0|0|0|-|-|-|0|8|107|107|458|6||1|D|f9a05e5778df0f725282ee2bc9ae16609614854bc268fb1fccbdb8827edf9297|2019-06-02 18:51:45|2019-06-02 18:59:28|2019-06-02 19:02:35|CASILLA|MOVIL|ACTA PREP
="230124C0100"|230124C010002|23|QUINTANA ROO|5|DISTRITO 5|124|1|C|0|1|2|368|90|6|90|19|10|1|12|0|2|30|4|1|2|0|0|0|0|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|2|7|SIN DATO|90|458|6|ALGUN DATO ILEGIBLE O SIN DATO|1|D|9c7b0fa17154dc56837fe786e494b28945b651ee36c0eceb672965d2778522bc|2019-06-02 19:28:13|2019-06-02 19:34:58|2019-06-02 19:36:32|CASILLA|MOVIL|ACTA PREP
="230125B0100"|230125B010002|23|QUINTANA ROO|5|DISTRITO 5|125|1|B|0|1|2|368|99|3|99|14|12|3|3|1|2|35|9|7|4|0|0|0|0|1|SIN DATO|1|SIN DATO|-|-|-|SIN DATO|7|99|99|447|3|ALGUN DATO ILEGIBLE O SIN DATO|1|D|57a49c3994c1370323a69d0e56a40594f2b7a4b455f0e25ec59140a76e2b214c|2019-06-02 23:50:00|2019-06-02 23:55:49|2019-06-02 23:57:20|CATD|ESCANER|ACTA PREP
="230125C0100"|230125C010002|23|QUINTANA ROO|5|DISTRITO 5|125|1|C|0|1|2|352|115|0|115|21|22|1|4|0|7|33|13|1|4|0|0|0|0|0|0|0|1|-|-|-|0|9|116|116|447|0||1|D|c8a5e80f83f5bcebd50102cd5ed11d46a862b46de9bc98be8526b6e5944f3129|2019-06-02 21:56:00|2019-06-02 22:02:10|2019-06-02 22:04:06|CATD|ESCANER|ACTA PREP
="230126B0100"|230126B010002|23|QUINTANA ROO|5|DISTRITO 5|126|1|B|0|1|2|0|0|0|0|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|SIN DATO|0|0|726|0|TODOS ILEGIBLES O SIN DATO|0|D|7fed559d258ac3fa8813f5c31c8d6f424c17b56776601311c9a2bcfdd41119b0|2019-06-02 21:51:00|2019-06-03 02:40:34|2019-06-03 02:40:57|CATD|ESCANER|ACTA PREP
="230126C0100"|230126C010002|23|QUINTANA ROO|5|DISTRITO 5|126|1|C|0|1|2|622|120|4|124|32|20|0|16|2|9|21|7|4|4|0|0|0|0|0|0|0|0|-|-|-|0|9|124|124|726|4||1|D|c2320ca352e7f37151685dd407d6f7c59bb4bf25bd62552f43dd4ca93cc48cd3|2019-06-02 22:15:00|2019-06-02 22:28:22|2019-06-02 22:29:51|CATD|ESCANER|ACTA PREP
="230126C0200"|230126C020002|23|QUINTANA ROO|5|DISTRITO 5|126|2|C|0|1|2|621|121|4|125|30|15|2|8|0|12|28|11|6|8|0|0|0|0|0|0|0|0|-|-|-|1|4|125|125|726|4||1|D|2580922972c5312ce14d2edd996f384538120fe6ef2ffe82ada2a0af94246718|2019-06-02 18:58:52|2019-06-02 19:38:16|2019-06-02 19:39:36|CASILLA|MOVIL|ACTA PREP
="230126C0300"|230126C030002|23|QUINTANA ROO|5|DISTRITO 5|126|3|C|0|1|2|638|101|7|107|36|10|1|11|1|6|25|5|4|5|0|0|0|0|0|0|0|0|-|-|-|0|3|107|107|725|7||1|D|4e61e0316d16f01a409c36da075bb34e53011797bf4f5bb925765631fef27297|2019-06-02 22:40:00|2019-06-02 23:21:58|2019-06-02 23:23:49|CATD|ESCANER|ACTA PREP
="230126C0400"|230126C040002|23|QUINTANA ROO|5|DISTRITO 5|126|4|C|0|1|2|595|150|5|150|52|19|1|19|1|9|32|7|2|4|0|0|0|0|0|0|0|0|-|-|-|5|4|150|155|725|5||1|D|33be611cec4851b26df3eacc7264ba7f699a79aea0db816a7377b9df9bbe3fae|2019-06-03 00:05:00|2019-06-03 00:05:14|2019-06-03 00:06:42|CATD|ESCANER|ACTA PREP
="230126C0500"|230126C050002|23|QUINTANA ROO|5|DISTRITO 5|126|5|C|0|1|2|622|118|5|118|33|14|2|11|1|6|41|5|2|3|0|0|0|0|0|0|0|0|-|-|-|0|5|123|123|725|5||1|D|18f00db5c7613d81c9c586b947cc2c3aef85e7c530583d1d1872a656eb6cc41a|2019-06-02 22:25:00|2019-06-02 22:37:38|2019-06-02 22:49:04|CATD|ESCANER|ACTA PREP
="230126C0600"|230126C060002|23|QUINTANA ROO|5|DISTRITO 5|126|6|C|0|1|2|644|96|5|101|29|14|2|11|1|4|26|3|4|4|0|0|0|0|0|0|0|1|-|-|-|0|2|101|101|725|5||1|D|c7d8a8d72a7b6d36d388e073321df3e8c089ab5e6359e2984b68ec12823e50c1|2019-06-02 20:29:00|2019-06-02 20:50:01|2019-06-02 20:54:29|CATD|ESCANER|ACTA PREP
="230126C0700"|230126C070002|23|QUINTANA ROO|5|DISTRITO 5|126|7|C|0|1|2|611|127|7|134|37|18|1|15|1|7|30|9|4|2|0|0|0|0|0|1|0|0|-|-|-|1|8|134|134|725|7||1|D|a8fbdc365aff38f7db4f20cf9ebb1c3c5a02c8e54bf4a9412efe2e81f72795d4|2019-06-02 22:12:00|2019-06-02 22:13:39|2019-06-02 22:15:05|CATD|ESCANER|ACTA PREP
="230128B0100"|230128B010002|23|QUINTANA ROO|5|DISTRITO 5|128|1|B|0|1|2|484|105|4|111|30|13|1|8|0|7|25|9|3|6|0|0|0|0|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|2|7|111|111|575|4|ALGUN DATO ILEGIBLE O SIN DATO|1|D|ce0909bc061fd2ff6ee145ef96e2adc58213923a64ea91b65614f53560df4650|2019-06-02 21:06:00|2019-06-02 21:21:39|2019-06-02 21:25:39|CATD|ESCANER|ACTA PREP
="230128C0100"|230128C010002|23|QUINTANA ROO|5|DISTRITO 5|128|1|C|0|1|2|488|111|6|118|47|6|0|3|0|6|31|6|4|4|0|0|0|0|0|0|0|0|-|-|-|0|11|118|118|575|6||1|D|3b9438355b0ce4a6c9ecf6aedd864925c62e86449480389bb5da7722071f3c60|2019-06-02 20:38:00|2019-06-02 20:49:17|2019-06-02 20:55:07|CATD|ESCANER|ACTA PREP
="230128C0200"|230128C020002|23|QUINTANA ROO|5|DISTRITO 5|128|2|C|0|1|2|475|110|7|117|25|15|1|7|3|5|35|7|7|5|0|0|0|0|SIN DATO|SIN DATO|2|SIN DATO|-|-|-|SIN DATO|5|117|117|574|7|ALGUN DATO ILEGIBLE O SIN DATO|1|D|b71c1f438fe0dae78cb388cda508b148566f4fef08e12e106e298538985ab853|2019-06-02 22:50:00|2019-06-02 23:16:19|2019-06-02 23:19:25|CATD|ESCANER|ACTA PREP
="230129B0100"|230129B010002|23|QUINTANA ROO|5|DISTRITO 5|129|1|B|0|1|2|401|79|7|86|27|4|0|3|0|13|21|6|1|3|0|0|0|0|0|0|0|0|-|-|-|0|8|86|86|467|7||1|D|13d0e44de525187330f71e3fac81044778a343c00c57b1fe7b637a3639da4273|2019-06-02 22:04:00|2019-06-02 22:06:45|2019-06-02 22:07:45|CATD|ESCANER|ACTA PREP
="230130B0100"|230130B010002|23|QUINTANA ROO|5|DISTRITO 5|130|1|B|0|1|2|541|115|5|120|39|15|SIN DATO|3|2|3|30|8|6|6|0|0|0|0|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|1|7|120|120|641|5|ALGUN DATO ILEGIBLE O SIN DATO|1|D|02f5c239852a26155f747b2df25abdde1c6d8ddc2b4800f6eee2c2536d156eff|2019-06-02 21:08:00|2019-06-02 21:15:44|2019-06-02 21:17:40|CATD|ESCANER|ACTA PREP
="230131B0100"|230131B010002|23|QUINTANA ROO|5|DISTRITO 5|131|1|B|0|1|2|334|89|7|96|15|8|1|16|1|8|26|5|3|3|0|0|0|0|0|0|0|0|-|-|-|0|10|96|96|410|7||1|D|0374e9829ce82397938b6d1b9e48e7437d929a2810b5ad89c64ac4084baa277c|2019-06-02 19:03:46|2019-06-02 19:19:31|2019-06-02 19:22:04|CASILLA|MOVIL|ACTA PREP
="230131C0100"|230131C010002|23|QUINTANA ROO|5|DISTRITO 5|131|1|C|0|1|2|327|97|5|102|13|16|2|15|3|4|25|4|4|10|0|0|0|0|0|1|0|0|-|-|-|0|5|102|102|409|5||1|D|44fe33e430a76a00fb0ec7ee3eb1da7339ce98827377cefe1880a2087d782a9d|2019-06-02 20:34:00|2019-06-02 21:05:56|2019-06-02 21:17:01|CATD|ESCANER|ACTA PREP
="230132B0100"|230132B010002|23|QUINTANA ROO|5|DISTRITO 5|132|1|B|0|1|2|592|162|7|174|38|22|6|19|5|6|50|6|6|3|0|0|0|0|0|0|0|1|-|-|-|0|12|174|174|746|7||1|D|4c6bff324b62a89fdc904ff56cc7d587ced56371f487531dfb596ee9f21d4078|2019-06-02 19:13:16|2019-06-02 19:43:49|2019-06-02 19:45:24|CASILLA|MOVIL|ACTA PREP
="230133B0100"|230133B010002|23|QUINTANA ROO|5|DISTRITO 5|133|1|B|0|1|2|398|99|4|103|28|10|0|0|0|6|27|12|3|7|0|0|0|0|0|0|0|0|-|-|-|0|10|103|103|481|4||1|D|90e9071c53d5e173c4ca70bbf5272b988071f1a5b04cad3cbc497cea58647382|2019-06-03 00:32:00|2019-06-03 00:33:32|2019-06-03 00:34:44|CATD|ESCANER|ACTA PREP
="230133C0100"|230133C010002|23|QUINTANA ROO|5|DISTRITO 5|133|1|C|0|1|2|422|73|6|79|25|9|0|3|1|2|20|4|8|4|0|0|0|0|0|0|0|0|-|-|-|0|3|79|79|481|6||1|D|da306f00b1df7278f8d9516994c08a34157fcac5ea7241596d7f77aaa605efe5|2019-06-02 19:18:59|2019-06-02 19:51:54|2019-06-02 19:53:37|CASILLA|MOVIL|ACTA PREP
="230134B0100"|230134B010002|23|QUINTANA ROO|5|DISTRITO 5|134|1|B|0|1|2|SIN DATO|65|7|SIN DATO|14|11|0|8|1|4|26|7|1|0|0|0|0|0|0|0|0|0|-|-|-|0|0|SIN DATO|72|456|7||1|D|4070d04959b5e28070dc0168d45c61b44128101262e2eb3af579a8261dc039ff|2019-06-02 19:01:21|2019-06-02 19:53:32|2019-06-02 19:55:57|CASILLA|MOVIL|ACTA PREP
="230134C0100"|230134C010002|23|QUINTANA ROO|5|DISTRITO 5|134|1|C|0|1|2|409|64|3|67|15|16|0|13|1|2|14|4|2|0|0|0|0|0|0|0|0|0|-|-|-|0|0|67|67|456|3||1|D|a2f8152b3547d1e5356895bf9aa0ce3122e5c3d98d1116430dd7bbdaf23ec143|2019-06-02 22:40:00|2019-06-02 23:22:04|2019-06-02 23:23:01|CATD|ESCANER|ACTA PREP
="230135B0100"|230135B010002|23|QUINTANA ROO|5|DISTRITO 5|135|1|B|0|1|2|380|71|7|71|22|8|SIN DATO|5|1|3|20|1|1|2|0|0|0|0|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|8|71|71|434|7|ALGUN DATO ILEGIBLE O SIN DATO|1|D|30aadd5a1321087ce267ffe9a6192e77a9d16d95cf4e29e30ec078e17bf34c8d|2019-06-02 19:48:38|2019-06-02 19:56:45|2019-06-02 19:59:23|CASILLA|MOVIL|ACTA PREP
="230135C0100"|230135C010002|23|QUINTANA ROO|5|DISTRITO 5|135|1|C|0|1|2|393|54|7|61|9|16|1|1|2|0|18|3|6|1|0|0|0|0|0|0|0|0|-|-|-|0|4|61|61|434|7||1|D|481ace82d3f9296b10cb71cede7f80b6b8ddea2d223bcf8b067a12b0c60acac1|2019-06-02 18:56:30|2019-06-03 02:19:38|2019-06-03 02:19:56|CASILLA|MOVIL|ACTA PREP
="230138B0100"|230138B010002|23|QUINTANA ROO|5|DISTRITO 5|138|1|B|0|1|2|514|151|7|158|38|13|3|7|2|8|46|13|5|6|0|0|0|0|SIN DATO|SIN DATO|1|SIN DATO|-|-|-|SIN DATO|523|665|665|645|7|ALGUN DATO ILEGIBLE O SIN DATO|1|D|4727ad4b5f35e0e1a86bbbc01ab857db25d8686202e943318d292139e78de015|2019-06-02 18:43:23|2019-06-02 19:10:24|2019-06-02 19:12:23|CASILLA|MOVIL|ACTA PREP
="230139B0100"|230139B010002|23|QUINTANA ROO|5|DISTRITO 5|139|1|B|0|1|2|336|76|3|79|12|13|3|18|0|5|16|3|4|2|0|0|0|0|0|0|0|0|-|-|-|0|3|79|79|395|3||1|D|410ba060f99875299cfb94ce832db28d72f913e667bee76aed6e48460318fbca|2019-06-02 19:31:54|2019-06-02 19:57:53|2019-06-02 20:00:50|CASILLA|MOVIL|ACTA PREP
="230139C0100"|230139C010002|23|QUINTANA ROO|5|DISTRITO 5|139|1|C|0|1|2|316|95|4|99|18|13|2|11|2|7|26|7|5|1|0|0|0|0|0|0|1|0|-|-|-|0|6|99|99|395|4||1|D|94681cdd17b325c29589519fef0ddff6eb44a9143714e65ab12d8a5fb601a58a|2019-06-02 19:28:35|2019-06-02 19:59:02|2019-06-02 20:01:27|CASILLA|MOVIL|ACTA PREP
="230140B0100"|230140B010002|23|QUINTANA ROO|5|DISTRITO 5|140|1|B|0|1|2|517|101|5|106|18|11|4|6|0|5|23|14|4|14|0|0|0|0|1|0|0|1|-|-|-|0|5|106|106|623|5||1|D|f2b3341b8e7faa2ee2985070c80fc814641f464f011c5dcc48506a2212c24552|2019-06-02 22:25:00|2019-06-02 22:31:42|2019-06-02 22:35:39|CATD|ESCANER|ACTA PREP
="230141B0100"|230141B010002|23|QUINTANA ROO|5|DISTRITO 5|141|1|B|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|-|-|0|0|0|0|697|0|SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE|0|D|||2019-06-03 02:36:38|2019-06-03 02:36:57|CATD|ESCANER|
="230142B0100"|230142B010002|23|QUINTANA ROO|5|DISTRITO 5|142|1|B|0|1|2|559|146|5|146|37|17|0|13|2|1|43|12|11|1|0|0|0|0|0|0|0|0|-|-|-|1|8|146|146|685|5||1|D|eca20cd4dcfe36afa5e1e365a82e7e9c2ee4d1bdfff21991fb77062bde2df32f|2019-06-02 21:45:00|2019-06-02 21:49:48|2019-06-02 21:53:51|CATD|ESCANER|ACTA PREP
="230143B0100"|230143B010002|23|QUINTANA ROO|5|DISTRITO 5|143|1|B|0|1|2|327|65|4|69|15|3|2|8|1|1|15|10|4|4|0|0|0|0|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|6|69|69|376|4|ALGUN DATO ILEGIBLE O SIN DATO|1|D|a4db7ab82e9cf247c4532de693d09d2d96e2e72ffc103803b9eb578410475906|2019-06-02 19:56:09|2019-06-03 01:48:37|2019-06-03 01:54:59|CASILLA|MOVIL|ACTA PREP
="230143C0100"|230143C010002|23|QUINTANA ROO|5|DISTRITO 5|143|1|C|0|1|2|307|SIN DATO|SIN DATO|89|14|6|SIN DATO|14|5|3|5|7|3|13|0|0|0|0|SIN DATO|SIN DATO|1|SIN DATO|-|-|-|8|8|89|87|376|4|ALGUN DATO ILEGIBLE O SIN DATO|1|D|06b504536130887c49ba6651c1c57831a96ffae2567bf5270729c37b52b92bda|2019-06-02 10:44:00|2019-06-03 02:25:00|2019-06-03 02:25:21|CATD|ESCANER|ACTA PREP
="230559B0100"|230559B010002|23|QUINTANA ROO|5|DISTRITO 5|559|1|B|0|1|2|SIN DATO|SIN DATO|SIN DATO|SIN DATO|20|8|5|16|2|2|38|11|1|SIN DATO|0|0|0|0|1|SIN DATO|1|SIN DATO|-|-|-|SIN DATO|8|113|113|548|5|ALGUN DATO ILEGIBLE O SIN DATO|1|D|fd9b34c4b284ba78487dc34f7daffacff2ecb8b2496782a5561e39c19cbef517|2019-06-02 20:20:00|2019-06-03 01:12:10|2019-06-03 01:13:22|CATD|ESCANER|ACTA PREP
="230559C0100"|230559C010002|23|QUINTANA ROO|5|DISTRITO 5|559|1|C|0|1|2|465|96|6|102|17|10|3|18|1|3|29|9|2|4|0|0|0|0|0|0|0|0|-|-|-|1|5|102|102|547|6||1|D|31a71089596e91974aadf18000a08df73eda3e8aab36aba4c3f0afe654873094|2019-06-02 19:37:00|2019-06-02 19:40:27|2019-06-02 19:42:32|CATD|ESCANER|ACTA PREP
="230560B0100"|230560B010002|23|QUINTANA ROO|5|DISTRITO 5|560|1|B|0|1|2|545|179|3|182|46|25|15|31|1|10|44|13|2|2|0|0|0|0|1|0|1|1|-|-|-|0|6|182|198|717|3||1|D|70c115d2a9aa388da4d532cd01d634660317473999446ff6a564cadbf02a77a0|2019-06-02 21:00:00|2019-06-03 02:08:24|2019-06-03 02:09:07|CATD|ESCANER|ACTA PREP
="230561B0100"|230561B010002|23|QUINTANA ROO|5|DISTRITO 5|561|1|B|0|1|2|324|87|4|91|24|1|4|8|1|5|21|8|1|6|0|0|0|0|2|0|2|0|-|-|-|0|8|91|91|395|4||1|D|889f00efb2798210b7fb58a84b335a19c0d084def4a7d71ffb9ab5768b599953|2019-06-02 21:45:00|2019-06-02 21:56:40|2019-06-02 21:58:32|CATD|ESCANER|ACTA PREP
="230561C0100"|230561C010002|23|QUINTANA ROO|5|DISTRITO 5|561|1|C|0|1|2|329|80|6|86|12|2|3|13|1|4|31|5|4|6|0|0|0|0|0|0|0|0|-|-|-|1|4|86|86|395|6||1|D|a352d168484b2b8ccd76859a5bf20387d16024477824899782c1e6df92ccc4d7|2019-06-02 20:36:00|2019-06-02 20:50:39|2019-06-02 20:57:55|CATD|ESCANER|ACTA PREP
="230562B0100"|230562B010002|23|QUINTANA ROO|5|DISTRITO 5|562|1|B|0|1|2|346|86|5|91|21|7|1|13|0|0|31|5|1|3|0|0|0|0|0|0|1|1|-|-|-|0|7|91|91|417|5||1|D|f3f1839c49c4d1cc9bdc3d40bd9c252b176d5d8f754fdf19c5623277a3a47832|2019-06-02 18:33:00|2019-06-02 18:56:57|2019-06-02 19:00:07|CASILLA|MOVIL|ACTA PREP
="230562C0100"|230562C010002|23|QUINTANA ROO|5|DISTRITO 5|562|1|C|0|1|2|354|78|5|83|12|7|5|20|2|0|25|3|2|2|0|0|0|0|0|0|2|0|-|-|-|0|3|83|83|417|5||1|D|9bc561e9d7864ca40905bddcaf5dc727c04264397b1b55488b331bbf90ea7a65|2019-06-02 20:30:00|2019-06-02 21:04:52|2019-06-02 21:19:40|CATD|ESCANER|ACTA PREP
="230563B0100"|230563B010002|23|QUINTANA ROO|5|DISTRITO 5|563|1|B|0|1|2|390|82|6|88|9|13|1|20|2|3|14|6|2|7|0|0|0|0|2|0|1|0|-|-|-|0|3|88|83|458|6||1|D|119b4396b0adb2b9d520cb4cbbb462a31718b47ace621fd7bdd07c5796f86020|2019-06-02 21:45:00|2019-06-02 22:02:21|2019-06-02 22:07:00|CATD|ESCANER|ACTA PREP
="230563C0100"|230563C010002|23|QUINTANA ROO|5|DISTRITO 5|563|1|C|0|1|2|407|65|5|70|11|12|0|9|1|1|23|1|1|2|0|0|0|0|0|0|1|1|-|-|-|0|7|70|70|457|5||1|D|9461a54bbe05067b08c99c615ab0e874f0ef11c6f024ad26088a2e9df311e6c5|2019-06-02 21:45:00|2019-06-02 21:56:00|2019-06-02 21:58:04|CATD|ESCANER|ACTA PREP
="230564B0100"|230564B010002|23|QUINTANA ROO|5|DISTRITO 5|564|1|B|0|1|2|390|92|8|100|11|2|2|25|1|4|41|2|1|2|0|0|0|0|0|0|0|2|-|-|-|1|6|100|100|470|8||1|D|4643fd7eabdbe5cd07faaa6bf5faa9ff3a7069e7670d0705642958f8132652bc|2019-06-02 19:17:51|2019-06-02 19:57:31|2019-06-02 20:00:17|CASILLA|MOVIL|ACTA PREP
="230564C0100"|230564C010002|23|QUINTANA ROO|5|DISTRITO 5|564|1|C|0|1|2|381|103|5|108|18|11|1|17|2|1|43|4|1|0|0|0|0|0|0|0|0|1|-|-|-|1|8|108|108|469|5||1|D|a68e8dffbedd8482049a1ff27d198a42cb9ba496fd6c7f5ac343df7418c17d62|2019-06-02 19:20:22|2019-06-02 19:59:38|2019-06-02 20:02:53|CASILLA|MOVIL|ACTA PREP
="230565B0100"|230565B010002|23|QUINTANA ROO|5|DISTRITO 5|565|1|B|0|1|2|328|100|6|SIN DATO|21|10|0|19|1|3|35|6|1|1|0|0|0|0|0|0|1|0|-|-|-|1|7|106|106|414|6||1|D|a952fef8ed0a05da9c04ea57ef2bc65f012d0e65834504d0193c8a32f04fd2a3|2019-06-02 19:10:37|2019-06-02 20:00:44|2019-06-02 20:03:24|CASILLA|MOVIL|ACTA PREP
="230565C0100"|230565C010002|23|QUINTANA ROO|5|DISTRITO 5|565|1|C|0|1|2|323|103|7|110|15|17|4|14|3|3|39|9|0|0|0|0|0|0|0|0|0|1|-|-|-|1|4|110|110|413|7||1|D|a21d92151bfdfe0355baa175237d14710b621fe29f1825cc9646a66b9a09d804|2019-06-02 19:11:51|2019-06-02 20:18:47|2019-06-02 20:21:14|CASILLA|MOVIL|ACTA PREP
="230566B0100"|230566B010002|23|QUINTANA ROO|5|DISTRITO 5|566|1|B|0|1|2|304|103|8|110|29|9|2|13|3|1|35|4|0|8|0|0|0|0|1|0|0|0|-|-|-|0|5|110|110|395|8||1|D|81daf98f967188041f154ded7189ddcbd420029305d2dbfa9149e4dffa71ff0c|2019-06-02 22:50:00|2019-06-02 23:18:17|2019-06-02 23:20:48|CATD|ESCANER|ACTA PREP
="230566C0100"|230566C010002|23|QUINTANA ROO|5|DISTRITO 5|566|1|C|0|1|2|329|80|4|86|19|12|3|18|1|0|17|5|3|2|0|0|0|0|0|0|0|0|-|-|-|1|5|86|86|394|4||1|D|2c350a632135ea8d4e24e85f4201632d23fe7c9ec53a34f5568258ad8c90fad5|2019-06-02 19:33:59|2019-06-02 20:17:36|2019-06-02 20:20:43|CASILLA|MOVIL|ACTA PREP
="230567B0100"|230567B010002|23|QUINTANA ROO|5|DISTRITO 5|567|1|B|0|1|2|542|218|3|221|33|33|4|27|2|9|71|12|10|4|0|0|0|0|0|0|0|0|-|-|-|0|16|221|221|743|3||1|D|5cf25a4adab5dd26be97976e71a03ef5beca0c4187e1f9f9e69d30a752a90566|2019-06-02 18:57:48|2019-06-02 19:21:12|2019-06-02 19:23:18|CASILLA|MOVIL|ACTA PREP
="230568B0100"|230568B010002|23|QUINTANA ROO|5|DISTRITO 5|568|1|B|0|1|2|397|105|6|105|13|16|2|20|2|2|28|15|0|2|0|0|0|0|1|0|0|0|-|-|-|SIN DATO|3|105|104|482|6|ALGUN DATO ILEGIBLE O SIN DATO|1|D|ef935f208e0fe66da69b6db03cbab39657b5f914ff9ea4148be10afee9779b39|2019-06-02 19:11:50|2019-06-02 20:16:44|2019-06-02 20:21:53|CASILLA|MOVIL|ACTA PREP
="230568C0100"|230568C010002|23|QUINTANA ROO|5|DISTRITO 5|568|1|C|0|1|2|420|81|6|81|10|21|1|10|1|2|19|8|1|0|0|0|0|0|0|0|1|0|-|-|-|0|7|81|81|481|6||1|D|732fa3a036abb42ad9271e6b0c8d4e882a797e94bfbef9bd463840359f5cbbff|2019-06-02 20:38:00|2019-06-02 20:52:24|2019-06-02 20:55:58|CATD|ESCANER|ACTA PREP
="230569B0100"|230569B010002|23|QUINTANA ROO|5|DISTRITO 5|569|1|B|0|1|2|328|129|3|132|7|31|4|28|6|5|31|5|1|6|0|0|0|0|0|0|0|0|-|-|-|0|0|132|124|440|3||1|D|7613f58d2b1efbea427b4674ea4aaef7e0fde3f88ffcf23bff97ed617e9a5c5c|2019-06-02 19:21:21|2019-06-02 20:16:03|2019-06-02 20:20:08|CASILLA|MOVIL|ACTA PREP
