ID_ESTADO,ID_DISTRITO_LOCAL,PARTIDO_CI,CANDIDATURA_PROPIETARIA,CANDIDATURA_SUPLENTE
23,6,C_PRD_PESQROO,MILAGROS FATIMA GARNICA ANDERE,CATALINA GARCIA DE LA CRUZ
23,6,PAN,MILAGROS FATIMA GARNICA ANDERE,CATALINA GARCIA DE LA CRUZ
23,6,PRD,MILAGROS FATIMA GARNICA ANDERE,CATALINA GARCIA DE LA CRUZ
23,6,PESQROO,MILAGROS FATIMA GARNICA ANDERE,CATALINA GARCIA DE LA CRUZ
23,6,C_PVEM_PT_MORENA,ERIKA GUADALUPE CASTILLO ACOSTA,SARAH ISMAID PEREZ ENDOQUI
23,6,C_PT_MORENA,ERIKA GUADALUPE CASTILLO ACOSTA,SARAH ISMAID PEREZ ENDOQUI
23,6,C_PVEM_MORENA,ERIKA GUADALUPE CASTILLO ACOSTA,SARAH ISMAID PEREZ ENDOQUI
23,6,C_PVEM_PT,ERIKA GUADALUPE CASTILLO ACOSTA,SARAH ISMAID PEREZ ENDOQUI
23,6,MORENA,ERIKA GUADALUPE CASTILLO ACOSTA,SARAH ISMAID PEREZ ENDOQUI
23,6,PT,ERIKA GUADALUPE CASTILLO ACOSTA,SARAH ISMAID PEREZ ENDOQUI
23,6,PVEM,ERIKA GUADALUPE CASTILLO ACOSTA,SARAH ISMAID PEREZ ENDOQUI
23,6,MAS,CRISTINA JAZMIN AVILA CALDERON,ANITA MARIA AVILEZ CRUZ
23,6,CQROO,PASCUAL DE LA CRUZ GARCIA,JORGE ALBERTO AKE FERNANDEZ
23,7,PRI,ENOEL ISAIAS PEREZ CORTEZ,OSCAR ROLANDO SÁNCHEZ REYEROS
23,7,MC,RITA ELENA SOLIS PALLARES,CARMEN ILIANA MARTINEZ MOLINA
23,7,C_PAN_PRD_PESQROO,CARLOS ORVAÑANOS REA,EDUARDO KUYOC RODRIGUEZ
